stock_code,时间,公告
688620,2023/6/15,安凯微:安凯微首次公开发行股票并在科创板上市网下初步配售结果及网上中签结果公告
688620,2023/6/14,安凯微:安凯微首次公开发行股票并在科创板上市网上发行申购情况及中签率公告
688620,2023/6/12,安凯微:安凯微首次公开发行股票并在科创板上市发行公告
838,2023/6/22,财信发展:关于控股股东股份被轮候冻结的公告
838,2023/6/15,财信发展:关于控股股东股份被轮候冻结的公告
838,2023/5/23,财信发展:关于控股股东减持计划到期的公告
838,2023/5/19,财信发展:关于股东减持计划实施进展暨减持数量过半的公告
838,2023/5/18,财信发展:关于股东减持计划实施进展暨减持数量过半的公告
838,2023/5/18,财信发展:关于控股股东股份被轮候冻结的公告
838,2023/5/18,财信发展:关于控股股东股份被司法冻结进展的公告
838,2023/5/16,财信发展:北京市中伦（深圳）律师事务所关于财信地产发展集团股份有限公司召开公司2022年度股东大会的法律意见书
838,2023/5/16,财信发展:关于累计诉讼、仲裁案件情况的公告
838,2023/5/16,财信发展:2022年度股东大会决议公告
301163,2023/6/10,宏德股份:独立董事关于第三届董事会第一次会议相关事项的独立意见
301163,2023/6/10,宏德股份:第三届监事会第一次会议决议公告
301163,2023/6/10,宏德股份:关于指定董事代行董事会秘书职责的公告
301163,2023/6/10,宏德股份:北京华联（郑州）律师事务所关于江苏宏德特种部件股份有限公司2023年第三次临时股东大会的法律意见书
301163,2023/6/10,宏德股份:第三届董事会第一次会议决议公告
301163,2023/6/10,宏德股份:关于董事会、监事会完成换届选举及聘任高级管理人员、证券事务代表的公告
301163,2023/6/10,宏德股份:2023年第三次临时股东大会决议公告
301163,2023/5/24,宏德股份:第二届监事会第十九次会议决议公告
301163,2023/5/24,宏德股份:关于董事会换届选举的公告
301163,2023/5/24,宏德股份:关于公司部分高级管理人员减持股份预披露公告
300283,2023/7/3,温州宏丰:2023年第二季度可转换公司债券转股情况的公告
300283,2023/6/17,温州宏丰:2022年度权益分派实施公告
300283,2023/6/17,温州宏丰:关于2022年度权益分派调整可转债转股价格的公告
300283,2023/6/9,温州宏丰:2022年温州宏丰电工合金股份有限公司向不特定对象发行可转换公司债券2023年跟踪评级报告
300283,2023/6/2,温州宏丰:关于控股孙公司股权转让完成的公告
300283,2023/6/2,温州宏丰:关于子公司增资完成工商变更并取得营业执照的公告
300283,2023/5/29,温州宏丰:关于控股股东部分股份提前解除质押及再质押的公告
300283,2023/5/24,温州宏丰:关于控股股东部分股份质押的公告
300283,2023/5/15,温州宏丰:关于变更部分募集资金用途后重新签订募集资金四方监管协议的公告
300283,2023/5/9,温州宏丰:中德证券有限责任公司关于温州宏丰电工合金股份有限公司向不特定对象发行可转换公司债券受托管理事务报告（2022年度）
605005,2023/7/4,合兴股份:国浩律师（上海）事务所关于合兴汽车电子股份有限公司终止实施2022年限制性股票激励计划暨回购注销实施情况之法律意见书
605005,2023/7/4,合兴股份:合兴汽车电子股份有限公司关于股权激励限制性股票回购注销实施公告
605005,2023/6/16,合兴股份:合兴汽车电子股份有限公司关于股权激励限制性股票回购注销实施公告
605005,2023/6/16,合兴股份:国浩律师（上海）事务所关于合兴汽车电子股份有限公司2022年限制性股票激励计划回购注销部分限制性股票实施情况之法律意见书
605005,2023/6/13,合兴股份:合兴汽车电子股份有限公司关于向不特定对象发行可转债申请文件的审核问询函回复的提示性公告
605005,2023/6/13,合兴股份:国浩律师（上海）事务所关于合兴汽车电子股份有限公司向不特定对象发行可转换公司债券之补充法律意见书（一）
605005,2023/6/13,合兴股份:上会会计师事务所（特殊普通合伙）关于合兴汽车电子股份有限公司向不特定对象发行可转换公司债券申请文件审核问询函的回复（豁免版）
605005,2023/6/13,合兴股份:国泰君安证券股份有限公司关于合兴汽车电子股份有限公司向不特定对象发行可转换公司债券申请文件审核问询函的回复（豁免版）
605005,2023/6/13,合兴股份:合兴汽车电子股份有限公司向不特定对象发行可转换公司债券募集说明书（申报稿）
605005,2023/5/24,合兴股份:合兴汽车电子股份有限公司2022年年度权益分派实施公告
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司章程
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司信息披露暂缓与豁免业务管理制度
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司内幕信息知情人登记管理制度
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司关于变更公司经营范围、修订公司章程并办理工商变更登记的公告
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司投资管理制度
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司关于召开2023年第一次临时股东大会的通知
688478,2023/7/5,晶升股份:华泰联合证券有限责任公司关于南京晶升装备股份有限公司使用部分超募资金永久补充流动资金的核查意见
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司重大交易决策制度
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司第一届监事会第十五次会议决议公告
688478,2023/7/5,晶升股份:南京晶升装备股份有限公司累积投票制实施细则
301068,2023/6/26,大地海洋:关于继续推进公司重大资产重组的公告
301068,2023/6/26,大地海洋:第二届董事会第十八次会议决议公告
301068,2023/6/26,大地海洋:独立董事关于公司第二届董事会第十八次会议相关事项的事前认可意见
301068,2023/6/26,大地海洋:独立董事关于公司第二届董事会第十八次会议相关事项的独立意见
301068,2023/6/16,大地海洋:关于公司发行股份购买资产并募集配套资金事项未通过深圳证券交易所并购重组审核委员会审核的公告
301068,2023/6/8,大地海洋:杭州大地海洋环保股份有限公司关于深圳证券交易所并购重组委员会审核公司发行股份购买资产并募集配套资金事项会议安排的公告
301068,2023/6/8,大地海洋_重大资产重组报告书(上会稿)
301068,2023/6/8,大地海洋_独立财务顾问报告(上会稿)
301068,2023/6/8,大地海洋_本次重大资产重组涉及的拟购买资产最近两年及一期的财务报告和审计报告（确实无法提供的，应当说明原因及相关资产的财务状况和经营成果）(上会稿)
301068,2023/6/8,大地海洋_本次重大资产重组涉及的拟购买资产的评估报告及评估说明，或者估值报告(上会稿)
301282,2023/7/1,金禄电子:关于使用暂时闲置募集资金进行现金管理的进展公告（八）
301282,2023/6/15,金禄电子:2023年6月15日投资者关系活动记录表
301282,2023/6/8,金禄电子:关于全资子公司为公司提供担保的公告
301282,2023/6/8,金禄电子:关于为全资子公司提供担保的进展公告
301282,2023/6/6,金禄电子:第二届董事会第七次会议决议公告
301282,2023/6/6,金禄电子:独立董事关于第二届董事会第七次会议相关事项的独立意见
301282,2023/6/6,金禄电子:关于调整2023年限制性股票激励计划授予价格的公告
301282,2023/6/6,金禄电子:关于为全资子公司提供担保的公告
301282,2023/6/6,金禄电子:国金证券股份有限公司关于公司为全资子公司提供担保的核查意见
301282,2023/6/6,金禄电子:北京市中伦（广州）律师事务所关于公司2023年限制性股票激励计划授予价格调整事项的法律意见书
301359,2023/6/16,东南电子:2023年第一次临时股东大会决议公告
301359,2023/6/16,东南电子:北京金杜（杭州）律师事务所关于东南电子股份有限公司2023年第一次临时股东大会之法律意见书
301359,2023/6/13,东南电子:关于注销募集资金专户的公告
301359,2023/6/7,东南电子:2023年06月06日投资者交流活动记录表
301359,2023/6/1,东南电子:第三届董事会第八次会议决议公告
301359,2023/6/1,东南电子:独立董事提名人声明（赵元元)
301359,2023/6/1,东南电子:独立董事候选人声明（赵元元）
301359,2023/6/1,东南电子:关于召开2023年第一次临时股东大会的通知
301359,2023/6/1,东南电子:独立董事关于第三届董事会第八次会议相关事项的独立意见
301359,2023/6/1,东南电子:关于选举公司独立董事的公告
300620,2023/6/26,光库科技:简式权益变动书
300620,2023/6/26,光库科技:关于股东减持股份实施情况的公告
300620,2023/6/19,光库科技:股票交易异常波动公告
300620,2023/6/9,光库科技:关于召开2023年第一次临时股东大会的通知
300620,2023/6/9,光库科技:关于2020年限制性股票激励计划第三个解除限售期解除限售股份上市流通的提示性公告
300620,2023/6/8,光库科技:2023年度以简易程序向特定对象发行股票募集资金使用可行性分析报告
300620,2023/6/8,光库科技:关于2023年度以简易程序向特定对象发行股票摊薄即期回报及采取填补措施和相关主体承诺的公告
300620,2023/6/8,光库科技:公司前次募集资金使用情况鉴证报告
300620,2023/6/8,光库科技:信息披露管理制度（2023年6月）
300620,2023/6/8,光库科技:关于2023年度以简易程序向特定对象发行股票预案披露的提示性公告
2527,2023/6/27,新时达:关于2023年股票期权激励计划股票期权授予登记完成的公告
2527,2023/6/26,新时达:关于股票交易异常波动的公告
2527,2023/6/22,新时达:关于获得发明专利证书公告
2527,2023/6/19,关于对新时达的监管函
2527,2023/6/19,新时达:关于股票交易异常波动的公告
2527,2023/6/17,新时达:独立董事关于第六届董事会第一次会议相关事项的独立意见
2527,2023/6/17,新时达:第六届董事会第一次会议决议公告
2527,2023/6/17,新时达:第六届监事会第一次会议决议公告
2527,2023/6/17,新时达:关于职工代表大会选举第六届监事会职工代表监事的公告
2527,2023/6/17,新时达:上海市锦天城律师事务所关于上海新时达电气股份有限公司2023年第一次临时股东大会之法律意见书
300460,2023/6/15,惠伦晶体:关于对深圳证券交易所2022年年报问询函回复的公告
300460,2023/6/15,惠伦晶体:大华会计师事务所(特殊普通合伙)关于深圳证券交易所《对广东惠伦晶体科技股份有限公司的年报问询函》的回复
300460,2023/6/8,惠伦晶体:关于延期回复深圳证券交易所年报问询函的公告
300460,2023/6/1,关于惠伦晶体的年报问询函
300460,2023/5/16,惠伦晶体:2022年度股东大会决议公告
300460,2023/5/16,惠伦晶体:北京市天元（广州）律师事务所关于广东惠伦晶体科技股份有限公司2022年度股东大会之法律意见
300460,2023/5/15,惠伦晶体:关于公司高级管理人员辞职的公告
300460,2023/5/8,惠伦晶体:惠伦晶体业绩说明会、路演活动等
300460,2023/5/4,惠伦晶体:关于终止筹划公司控制权变更事项暨复牌的公告
300460,2023/4/26,惠伦晶体:关于控制权变更事项进展暨继续停牌的公告
988,2023/6/15,华工科技:2023年6月14日投资者关系活动记录表
988,2023/5/17,华工科技:2023年5月16日投资者关系活动记录表
988,2023/5/9,华工科技:2022年年度权益分派实施公告
988,2023/4/25,华工科技:关于公司股票异常波动的公告
988,2023/4/20,华工科技:2023年4月18日投资者关系活动记录表
988,2023/4/17,华工科技:监事会关于2023年第一季度报告的审核意见
988,2023/4/17,华工科技:2023年第一季度报告
988,2023/4/17,华工科技:第八届董事会第二十四次会议决议公告
988,2023/4/17,华工科技:董事、监事、高级管理人员关于2023年第一季度报告的书面确认意见
988,2023/4/17,华工科技:第八届监事会第十五次会议决议公告
301328,2023/6/26,维峰电子:独立董事关于第二届董事会第四次会议相关事项的独立意见
301328,2023/6/26,维峰电子:关于公司证券事务代表辞职的公告
301328,2023/6/26,维峰电子:关于变更公司高级管理人员的公告
301328,2023/6/26,维峰电子:第二届董事会第四次会议决议的公告
301328,2023/5/22,维峰电子:关于向全资子公司增资的进展公告
301328,2023/5/19,维峰电子:2022年年度权益分派实施公告
301328,2023/5/4,维峰电子:广东华商律师事务所关于维峰电子（广东）股份有限公司2022年年度股东大会的法律意见书
301328,2023/5/4,维峰电子:2022年年度股东大会决议的公告
301328,2023/5/4,维峰电子:维峰电子投资者关系活动记录表（2023年4月25日-4月28日）
301328,2023/4/25,维峰电子:2023年一季度报告
688123,2023/6/9,聚辰股份:聚辰股份2022年年度权益分派实施公告
688123,2023/5/26,聚辰股份:聚辰股份2022年年度股东大会决议公告
688123,2023/5/26,聚辰股份:聚辰股份2022年年度股东大会法律意见书
688123,2023/5/23,聚辰股份:聚辰股份股东集中竞价减持股份进展公告
688123,2023/5/23,聚辰股份:聚辰股份关于2021年限制性股票激励计划预留授予部分第一个归属期及2022年限制性股票激励计划首次授予部分第一个归属期归属结果暨股份上市的公告
688123,2023/5/23,聚辰股份:聚辰股份关于持股5%以上股东权益变动比例达到1%的提示性公告
688123,2023/5/6,聚辰股份:中国国际金融股份有限公司关于聚辰半导体股份有限公司首次公开发行部分募投项目结项并将节余募集资金永久补充流动资金的核查意见
688123,2023/4/29,聚辰股份:聚辰股份2022年年度股东大会会议资料
688123,2023/4/29,聚辰股份:聚辰股份第二届监事会第十六次会议决议公告
688123,2023/4/29,聚辰股份:聚辰股份独立董事关于第二届董事会第十七次会议相关事项的独立意见
300928,2023/6/21,华安鑫创:关于完成注册地址变更并换发营业执照的公告
300928,2023/6/14,华安鑫创:简式权益变动报告书
300928,2023/6/14,华安鑫创:关于持股5%以上股东股份减持计划完成暨下期减持计划的预披露公告
300928,2023/6/14,华安鑫创:关于持股5%以上股东权益变动的提示性公告
300928,2023/6/14,华安鑫创:关于股东股份减持计划数量过半的进展公告
300928,2023/5/30,华安鑫创:2022年年度权益分派实施公告
300928,2023/5/18,华安鑫创:关于股东股份减持计划时间过半的进展公告
300928,2023/5/17,华安鑫创:2022年年度股东大会决议公告
300928,2023/5/17,华安鑫创:北京植德律师事务所关于华安鑫创控股（北京）股份有限公司2022年年度股东大会的法律意见书
300928,2023/5/12,华安鑫创:2023年5月12日投资者关系活动记录表
2036,2023/7/5,联创电子:关于联创转债恢复转股的公告
2036,2023/7/5,联创电子:关于联创转债转股价格调整的公告
2036,2023/7/4,联创电子:2023年第二季度可转换公司债券转股情况公告
2036,2023/7/3,联创电子:关于联创转债暂停转股的提示性公告
2036,2023/6/30,联创电子:关于联创转债转股价格调整的公告
2036,2023/6/26,联创电子:联创电子科技股份有限公司主体及联创转债2023年度跟踪评级报告
2036,2023/6/26,联创电子:关于可转换公司债券2023年跟踪评级结果的公告
2036,2023/6/22,联创电子:关于第二期员工持股计划锁定期届满的提示性公告
2036,2023/6/2,联创电子:关于回购股份的进展公告
2036,2023/5/26,联创电子:关于2022年第二期股票期权与限制性股票激励计划首次授予部分股票期权注销完成的公告
2229,2023/6/27,鸿博股份:关于延期回复深圳证券交易所关注函的公告
2229,2023/6/21,鸿博股份:独立董事关于2022年年报问询函的核查意见
2229,2023/6/21,鸿博股份:关于2022年年报问询函的回复公告
2229,2023/6/21,鸿博股份:上会会计师事务所(特殊普通合伙)关于对鸿博股份有限公司的年报问询函的回复
2229,2023/6/20,关于对鸿博股份公司的关注函
2229,2023/6/19,鸿博股份:独立董事关于第六届董事会第十五次会议相关事项的独立意见
2229,2023/6/19,鸿博股份:独立董事公开征集表决权的公告
2229,2023/6/19,鸿博股份:关于公司为全资子公司提供担保的公告
2229,2023/6/19,鸿博股份:关于召开2023年第一次临时股东大会的通知
2229,2023/6/19,鸿博股份:第六届董事会第十五次会议决议公告
600601,2023/6/15,方正科技:方正科技外汇套期保值业务管理制度（2023年6月修订）
600601,2023/6/15,方正科技:方正科技第十三届董事会2023年第三次会议决议公告
600601,2023/6/15,方正科技:方正科技关于全资子公司开展商品期货套期保值业务的公告
600601,2023/6/15,方正科技:方正科技关于投资建设珠海方正PCB高端智能化产业基地HDI项目的公告
600601,2023/6/15,方正科技:方正科技商品期货套期保值业务管理制度（2023年6月制定）
600601,2023/6/15,方正科技:方正科技关于全资子公司开展外汇套期保值业务的公告
600601,2023/6/15,方正科技:方正科技第十三届董事会2023年第三次会议独立董事对相关事项的独立意见
600601,2023/6/13,*ST方科:方正科技集团股份有限公司关于公司股票撤销退市风险警示及其他风险警示暨临时停牌的公告
600601,2023/6/6,*ST方科:方正科技集团股份有限公司关于召开2022年度暨2023年第一季度业绩说明会的公告
600601,2023/5/30,*ST方科:天职国际会计师事务所（特殊普通合伙）关于方正科技集团股份有限公司2022年年度报告的信息披露监管问询函的回复
2567,2023/6/27,唐人神:关于召开2023年第一次临时股东大会的通知
2567,2023/6/27,唐人神:第九届董事会第十三次会议决议公告
2567,2023/6/27,唐人神:关于以简易程序向特定对象发行股票摊薄即期回报的风险提示及填补回报措施和相关主体承诺的公告
2567,2023/6/27,唐人神:本次以简易程序向特定对象发行股票不存在直接或通过利益相关方向参与认购的投资者提供财务资助或补偿的公告
2567,2023/6/27,唐人神:关于最近五年被证券监管部门和交易所处罚或采取监管措施情况的公告
2567,2023/6/27,唐人神:关于2023年度以简易程序向特定对象发行股票预案的提示性公告
2567,2023/6/27,唐人神:关于调整担保相关内容的公告
2567,2023/6/27,唐人神:独立董事关于公司第九届董事会第十三次会议相关事项的独立意见
2567,2023/6/27,唐人神:2023年度以简易程序向特定对象发行股票方案的论证分析报告
2567,2023/6/27,唐人神:前次募集资金使用情况报告
301045,2023/6/26,天禄科技:江苏世纪同仁律师事务所关于苏州天禄光科技股份有限公司2023年度向特定对象发行股票的补充法律意见书（一）
301045,2023/6/26,天禄科技:大华会计师事务所(特殊普通合伙)关于苏州天禄光科技股份有限公司申请向特定对象发行股票的审核问询函的回复
301045,2023/6/26,天禄科技:发行人和保荐机构关于苏州天禄光科技股份有限公司申请向特定对象发行股票的审核问询函的回复报告
301045,2023/6/26,天禄科技:中泰证券股份有限公司关于苏州天禄光科技股份有限公司向特定对象发行股票之上市保荐书
301045,2023/6/26,天禄科技:关于公司申请向特定对象发行股票的审核问询函回复及募集说明书等文件更新的提示性公告
301045,2023/6/26,天禄科技:中泰证券股份有限公司关于苏州天禄光科技股份有限公司向特定对象发行股票之发行保荐书
301045,2023/6/26,天禄科技:关于控股股东、实际控制人部分股份质押及解除质押的公告
301045,2023/6/26,天禄科技:苏州天禄光科技股份有限公司向特定对象发行股票募集说明书
301045,2023/6/20,天禄科技:前次募集资金使用情况鉴证报告
301045,2023/6/20,天禄科技:第三届监事会第十次会议决议公告
600230,2023/6/27,沧州大化:关于沧州大化股份有限公司回购注销2020年限制性股票激励计划部分限制性股票实施情况的法律意见书
600230,2023/6/27,沧州大化:沧州大化股份有限公司股权激励限制性股票回购注销实施公告
600230,2023/6/9,沧州大化:北京市嘉源律师事务所关于沧州大化2022年年度股东大会的法律意见书
600230,2023/6/9,沧州大化:沧州大化股份有限公司2022年年度股东大会决议公告
600230,2023/6/2,沧州大化:沧州大化股份有限公司2022年年度股东大会会议资料
600230,2023/5/26,沧州大化:沧州大化股份有限公司关于参加河北辖区上市公司2023年投资者网上集体接待日活动的公告
600230,2023/5/6,沧州大化:沧州大化股份有限公司关于参加中国中化控股有限责任公司下属上市公司2022年度暨2023年第一季度集体业绩说明会的公告
600230,2023/4/29,沧州大化:沧州大化股份有限公司2023年第一季度主要经营数据公告
600230,2023/4/29,沧州大化:沧州大化股份有限公司2023年第一季度报告
600230,2023/4/27,沧州大化:独立董事意见
300177,2023/6/22,中海达:关于公司减持光庭信息股票计划实施完毕的公告
300177,2023/6/3,中海达:第五届监事会第二十次会议决议公告
300177,2023/6/3,中海达:独立董事关于相关事项的独立意见
300177,2023/6/3,中海达:关于公司控股子公司向银行申请授信额度提供知识产权质押担保的公告
300177,2023/6/3,中海达:第五届董事会第二十五次会议决议公告
300177,2023/5/25,中海达:中海达调研活动信息
300177,2023/5/19,中海达:第五届监事会第十九次会议决议公告
300177,2023/5/19,中海达:2022年年度股东大会决议公告
300177,2023/5/19,中海达:关于公司择机减持光庭信息股票的公告
300177,2023/5/19,中海达:第五届董事会第二十四次会议决议公告
600105,2023/7/5,永鼎股份:永鼎股份关于不提前赎回“永鼎转债”的公告
600105,2023/7/5,永鼎股份:华西证券股份有限公司关于江苏永鼎股份有限公司不提前赎回永鼎转债的核查意见
600105,2023/7/5,永鼎股份:独立董事关于永鼎股份2022年年度报告的信息披露监管工作函相关事项的独立意见
600105,2023/7/5,永鼎股份:亚太（集团）会计师事务所（特殊普通合伙）关于永鼎股份2022年年度报告的信息披露监管工作函回复的专项说明
600105,2023/7/4,永鼎股份:永鼎股份可转债转股结果暨股份变动公告
600105,2023/6/28,永鼎股份:永鼎股份关于“永鼎转债”预计满足赎回条件的提示性公告
600105,2023/6/22,永鼎股份:永鼎股份简式权益变动报告书
600105,2023/6/22,永鼎股份:永鼎股份关于持股5%以上股东减持到5%以下暨权益变动的提示性公告
600105,2023/6/15,永鼎股份:控股股东及实际控制人关于《江苏永鼎股份有限公司股票交易异常波动问询函》的回函
600105,2023/6/15,永鼎股份:永鼎股份股票交易异常波动公告
2409,2023/6/13,雅克科技:2023年6月9日投资者关系活动记录表
2409,2023/5/24,雅克科技:2022年年度权益分派实施公告
2409,2023/5/19,雅克科技:第六届监事会第一次会议决议公告
2409,2023/5/19,雅克科技:2022年年度股东大会决议公告
2409,2023/5/19,雅克科技:第六届董事会第一次会议决议公告
2409,2023/5/19,雅克科技:独立董事关于第六届董事会第一次会议相关事项的独立意见
2409,2023/5/19,雅克科技:江苏雅克科技股份有限公司2022年年度股东大会法律意见书
2409,2023/5/18,雅克科技:关于股东减持股份比例达到1%暨减持计划实施完成的公告
2409,2023/5/17,雅克科技:江苏雅克科技股份有限公司2022年年度业绩说明会投资者关系活动记录表
2409,2023/5/16,雅克科技:关于股东减持计划实施进展暨减持数量过半的公告
300127,2023/7/7,银河磁体:股票交易异常波动公告
300127,2023/6/7,银河磁体:2022年年度权益分派公告
300127,2023/4/26,银河磁体:2023年一季度报告
300127,2023/4/25,银河磁体:2022年年度股东大会法律意见书
300127,2023/4/25,银河磁体:2022年年度股东大会决议公告
300127,2023/4/12,银河磁体:银河磁体:公司2022年度业绩网上说明会投资者关系活动记录表
300127,2023/3/30,银河磁体:2022年年度审计报告
300127,2023/3/30,银河磁体:关于使用部分超募资金永久补充流动资金的公告
300127,2023/3/30,银河磁体:2022年度董事会工作报告
300127,2023/3/30,银河磁体:2022年度内部控制自我评价报告
2115,2023/6/20,三维通信:2023年6月19日投资者关系活动记录表
2115,2023/6/12,三维通信:2023年6月9日投资者关系活动记录表
2115,2023/5/23,三维通信:三维通信2022年度股东大会法律意见书
2115,2023/5/23,三维通信:2022年度股东大会决议公告
2115,2023/5/15,三维通信:2022年度业绩说明会投资者关系活动记录表
2115,2023/5/9,三维通信:2023年5月8日投资者关系活动记录表
2115,2023/5/9,三维通信:关于参加浙江辖区上市公司2023年投资者网上集体接待日活动暨召开2022年度业绩说明会的公告
2115,2023/4/29,三维通信:关于开展外汇套期保值业务的可行性分析报告
2115,2023/4/29,三维通信:年度募集资金使用鉴证报告
2115,2023/4/29,三维通信:2022年度监事会工作报告
688668,2023/6/28,鼎通科技:2023年第一次临时股东大会决议公告
688668,2023/6/28,鼎通科技:北京国枫律师事务所关于东莞市鼎通精密科技股份有限公司2023年第一次临时股东大会的法律意见书
688668,2023/6/27,鼎通科技:关于持股5%以上股东减持数量过半暨减持达到1%的进展公告
688668,2023/6/27,鼎通科技:关于召开2022年度暨2023年第一季度业绩说明会的公告
688668,2023/6/21,鼎通科技:2023年第一次临时股东大会会议资料
688668,2023/6/21,鼎通科技:关于东莞市鼎通精密科技股份有限公司股票交易异常波动有关事项问询函的回函
688668,2023/6/21,鼎通科技:股票交易异常波动公告
688668,2023/6/15,鼎通科技:东莞市鼎通精密科技股份有限公司董监高集中竞价减持股份结果公告
688668,2023/6/13,鼎通科技:鼎通科技董监高集中竞价减持股份计划公告
688668,2023/6/13,鼎通科技:鼎通科技董监高集中竞价减持股份进展公告
601127,2023/6/28,赛力斯:中诚信国际关于终止赛力斯集团股份有限公司主体和相关债项信用评级的公告
601127,2023/6/27,赛力斯:关于“小康转债”赎回结果暨股份变动公告
601127,2023/6/22,赛力斯:关于2021年股票期权激励计划限制行权期间的提示性公告
601127,2023/6/21,赛力斯:关于实施“小康转债”赎回暨摘牌的最后一次提示性公告
601127,2023/6/20,赛力斯:关于股票交易异常波动的公告
601127,2023/6/20,赛力斯:《关于赛力斯集团股份有限公司股票交易异常波动的询证函》的回函
601127,2023/6/20,赛力斯:关于实施“小康转债”赎回暨摘牌的第十五次提示性公告
601127,2023/6/17,赛力斯:关于实施“小康转债”赎回暨摘牌的第十四次提示性公告
601127,2023/6/16,赛力斯:股票交易风险提示公告
601127,2023/6/16,赛力斯:关于召开2022年度业绩说明会暨2023年一季度业绩说明会的公告
600353,2023/6/17,旭光电子:旭光电子关于2023年股票期权与限制性股票激励计划（第一期）授予结果公告
600353,2023/6/9,旭光电子:旭光电子第十届监事会第十四次会议决议公告
600353,2023/6/9,旭光电子:旭光电子关于向2023年股票期权与限制性股票激励计划（第一期）激励对象授予股票期权与限制性股票的公告
600353,2023/6/9,旭光电子:上海信公轶禾企业管理咨询有限公司关于成都旭光电子股份有限公司2023年股票期权与限制性股票激励计划（第一期）授予相关事项之独立财务顾问报告
600353,2023/6/9,旭光电子:旭光电子独立董事关于第十届董事会第十八次会议相关事项的独立意见
600353,2023/6/9,旭光电子:北京市天元（成都）律师事务所关于成都旭光电子股份有限公司2023年股票期权与限制性股票激励计划（第一期）调整与授予事项的法律意见
600353,2023/6/9,旭光电子:旭光电子第十届董事会第十八次会议决议公告
600353,2023/6/9,旭光电子:旭光电子2023年股票期权与限制性股票激励计划(第一期)激励对象名单(授权、授予日)
600353,2023/6/9,旭光电子:旭光电子关于调整2023年股票期权与限制性股票激励计划（第一期）相关事项的公告
600353,2023/5/20,旭光电子:旭光电子第一、第二期员工持股计划2022年业绩考核指标完成情况专项审核报告
2453,2023/6/27,华软科技:第六届董事会第十三次会议决议的公告
2453,2023/6/27,华软科技:关于拟变更公司注册资本及修订《公司章程》的公告
2453,2023/6/27,华软科技:关于召开2023年第三次临时股东大会通知的公告
2453,2023/6/27,华软科技:独立董事关于第六届董事会第十三次会议相关事项的事前认可意见
2453,2023/6/27,华软科技:关于以债转股方式向全资子公司增资的公告
2453,2023/6/27,华软科技:公司章程（2023年6月）
2453,2023/6/27,华软科技:关于发行股份购买资产2022年度业绩补偿方案暨回购注销股份的公告
2453,2023/6/27,华软科技:第六届监事会第十二次会议决议的公告
2453,2023/6/27,华软科技:独立董事关于第六届董事会第十三次会议相关事项的独立意见
2453,2023/6/27,华软科技:天风证券关于华软科技发行股份及支付现金购买资产并募集配套资金暨关联交易之2022年度业绩承诺补偿方案暨回购注销股份的核查意见
300243,2023/7/5,瑞丰高材:独立董事关于第五届董事会第十一次会议相关事项的事前认可意见
300243,2023/7/5,瑞丰高材:关于补选第五届董事会独立董事及专门委员会委员的公告
300243,2023/7/5,瑞丰高材:第五届董事会第十一次会议决议公告
300243,2023/7/5,瑞丰高材:关于召开2023年第二次临时股东大会的通知
300243,2023/7/5,瑞丰高材:独立董事候选人关于参加最近一期独立董事培训并取得独立董事资格证书的承诺函
300243,2023/7/5,瑞丰高材:独立董事提名人声明
300243,2023/7/5,瑞丰高材:公司章程（2023年7月）
300243,2023/7/5,瑞丰高材:关于对外投资设立控股子公司暨关联交易的公告
300243,2023/7/5,瑞丰高材:中信证券股份有限公司关于公司对外投资设立控股子公司暨关联交易的核查意见
300243,2023/7/5,瑞丰高材:关于变更注册资本并修订《公司章程》的公告
300445,2023/6/22,康斯特:北京康斯特仪表科技股份有限公司关于部分持股5%以上股东拟通过大宗交易减持股份的预披露公告
300445,2023/6/22,康斯特:北京康斯特仪表科技股份有限公司关于持股5%以上股东股份解除质押的公告
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司2023年第一次临时股东大会决议公告
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司第六届监事会第一次会议决议公告
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司关于选举产生第六届监事会职工代表监事的公告
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司独立董事对第六届董事会第一次会议相关事项的独立意见
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司关于董事会、监事会及高级管理人员完成换届暨第五届董事会独立董事、高级管理人员任期届满离任的公告
300445,2023/6/6,康斯特:北京康斯特仪表科技股份有限公司第六届董事会第一次会议决议公告
300445,2023/6/6,康斯特:北京市天元律师事务所关于北京康斯特仪表科技股份有限公司2023年第一次临时股东大会的见证法律意见
300445,2023/5/30,康斯特:北京康斯特仪表科技股份有限公司关于召开2023年第一次临时股东大会的提示性公告
809,2023/6/16,铁岭新城:关于2022年年度报告的补充公告
809,2023/6/16,铁岭新城:铁岭新城投资控股(集团)股份有限公司2022年年度报告（补充后）
